wardNo,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198
93,0.027789665,0.002410334,0.000526565,0.005323129,0.000630395,0.007064874,0.00489409,0.001606024,0.0014462,0.001108754,0.00122,0.000503574,0.000381945,0.000582559,0.000367112,0.001277477,0.001128407,0.002111452,0.002712552,0.004048248,0.029520284,0.008020849,0.083164672,0.006823099,0.000630395,0.000482067,0.000296656,0.001265981,0.001283039,0.001409118,0.001725428,0.022067162,0.001238541,0.001286006,0.014129747,0.003049628,0.002176717,0.006636947,0.003435282,0.000700109,0.023194085,0.006590594,0.001486991,0.000927051,0.009221566,0.00233617,0.002463361,0.001717641,0.001149544,0.009443317,0.000333739,0.000370821,0.000630395,0.000111246,0,0.000407903,0.002369543,0.005000145,0.002714407,0.001675367,0.012732866,0.121208638,0.00268882,0.005278631,0.001098,0.001001216,0.000749058,0.000644486,0.000477617,0.00063707,0.001968316,0.000653757,0.001518881,0.001137678,0.001282298,0.00613708,0.000864754,0.001532972,0.001492924,0.005381348,0.000767969,0.002076595,0.002632826,0.002334686,0.007787232,0.004543294,0.001578212,0.005837828,0.00480843,0.001715416,0.001580066,0.002505635,0.005042418,0.003878783,0.005198163,0.005502236,0.006022126,0.00463674,0.003154571,0.003285099,0.000936693,0.001344595,0.001326796,0.000826188,0.001099854,0.000978225,0.001736553,0.002241981,0.145157714,0.017318062,0.016183351,0.005236357,0.002506747,0.001702066,0.001403927,0.002253847,0.002307616,0.006675512,0.080182162,0.000849179,0.001252632,0.001385015,0.001293422,0.001172905,0.000770565,0.000886261,0.001278589,0.001125811,0.002093653,0.000678602,0.002101811,0.001452504,0.001199605,0.002531592,0.001036814,0.001385756,0.001073526,0.0018122,0.019877466,0.001571167,0.001594528,0.001949033,0.002878309,0.001922334,0.001860778,0.001634577,0.000927793,0.000528048,0.000259574,0.002600565,0.004416102,0.002418863,0.001815908,0.001532972,0.001957933,0.002390309,0.001523331,0.001367957,0.000434602,0.000735337,0.002123319,0.002075854,0.002057313,0.001761398,0.001130632,0.001418018,0.002085124,0.00165386,0.00211924,0.00100789,0.001870419,0.001236316,0.001546693,0.000508024,0.000795781,0.001600091,0.000974516,0.001251149,0.000932985,0.000998249,0.001257453,0.002389197,0.00174879,0.000558827,0.001325313,0.001401331,0.001691313,0.005253044,0.000656723,0.000987124,0.000795781,0.001717641,0.001110978,0.000739416,0.000521745,0.000783173,0.000235842,0.002689562
94,0.00049027,0.000670225,0.003250593,0.001373962,0.000837782,0.002301889,0.003822965,0.000335113,0.001910142,0.001447687,0.001581732,0.000636714,0.002071331,0.00331728,0.002173206,0.001675563,0.000837782,0.00672236,0.002124614,0.001018743,0.007117123,0.001910142,0.001536492,0.001876631,0.000837782,0.000636714,0.000402135,0.001474496,0.001541518,0.00184312,0.002211744,0.001508007,0.001407473,0.001005338,0.017248249,0.012308018,0.001940302,0.040261777,0.019305506,0.001020418,0.022328557,0.009152262,0.002162482,0.001239917,0.012103599,0.001340451,0.002727817,0.002077699,0.001541518,0.002312277,0.000435646,0.000502669,0.000871293,3.35E-05,0,0.00053618,0.000636714,0.001105872,0.003736506,0.002245255,0.003223114,0.001038849,0.001340451,0.006336981,0.00627599,0.001672212,0.001192331,0.001060967,0.000726189,0.000797568,0.003208369,0.004393997,0.00319865,0.007495465,0.001878977,0.008799388,0.004563564,0.000971827,0.001474496,0.003552194,0.000201068,0.002747924,0.003518683,0.003049525,0.002178232,0.001776097,0.000335113,0.001072361,0.003317615,0.001038849,0.000871293,0.001474496,0.001273428,0.0052043,0.006178472,0.006451254,0.003346435,0.006263926,0.014004694,0.006302129,0.001516385,0.002116237,0.002116907,0.001423224,0.005168108,0.004632598,0.005366494,0.011910575,0.031685238,0.009168683,0.018401707,0.00080427,0.002144721,0.003475118,0.00273519,0.022052089,0.017261989,0.009926372,0.076263266,0.001045552,0.003467746,0.005274003,0.005303158,0.00379247,0.001199703,0.001476842,0.002428562,0.001922541,0.00358403,0.000579745,0.001474496,0.001025445,0.002717094,0.001494603,0.001139383,0.001440984,0.001172894,0.001943653,0.014376334,0.001038849,0.001139383,0.001206406,0.001310961,0.023228,0.021475695,0.016549539,0.016055248,0.000513393,0.000335113,0.014106233,0.068010111,0.027542575,0.023499106,0.001172894,0.001306939,0.001541518,0.001407473,0.001172894,0.00053618,0.000502669,0.001306939,0.001206406,0.00026809,0.001340451,0.001206406,0.001139383,0.001373962,0.001335089,0.00168059,0.002575006,0.017073655,0.020094696,0.005638941,0.000651459,0.01148029,0.004117529,0.000304282,0.00157503,0.001018072,0.001273428,0.001541518,0.001239917,0.000234579,0.000569692,0.001709075,0.001541518,0.000408167,0.01946569,0.001982191,0.001212438,0.001041195,0.007875148,0.012861624,0.000584772,0.002386002,0.00053618,0.00026809,0.002312277
95,0.000504259,0.000696063,0.003462266,0.001472043,0.000876523,0.002381823,0.004246497,0.001788623,0.002026315,0.00177367,0.001848433,0.000714109,0.002969093,0.002843544,0.003770854,0.001753046,0.001165776,0.001400375,0.002251891,0.00108792,0.007830188,0.002036627,0.001745054,0.001959287,0.000902303,0.000670282,0.000412481,0.000335141,0.000335141,0.000412481,0.000489822,0.001609967,0.001469465,0.001061624,0.004272793,0.003939198,0.002695309,0.085858536,0.056824223,0.00867629,0.135043086,0.022511177,0.005952366,0.001330253,0.003123258,0.001417905,0.002855919,0.000438262,0.001598366,0.00058263,0.000438262,0.000515602,0.000180461,2.58E-05,0,0.000567162,0.000670282,0.001160104,0.003789674,0.000489822,0.003416636,0.001094365,0.001417905,0.007530881,0.004310174,0.017957124,0.011429089,0.006775524,0.008960387,0.006933556,0.007620595,0.012955528,0.007111439,0.004648151,0.006786352,0.024643191,0.002778321,0.001005424,0.001572586,0.000773403,0.000206241,0.000618722,0.003712333,0.003222512,0.002294428,0.001881947,0.000360921,0.001160104,0.000721843,0.001082764,0.000928083,0.001546806,0.001340565,0.005458419,0.007373364,0.010464655,0.015608557,0.01129529,0.034749503,0.015980048,0.011220012,0.005694565,0.005862909,0.006412025,0.011166905,0.007806728,0.00777012,0.017332988,0.030781431,0.009564414,0.010750299,0.000850743,0.000464042,0.001753046,0.001521025,0.001907727,0.001417905,0.001443685,0.015055574,0.003440353,0.009472637,0.009405093,0.013082881,0.01223781,0.002761821,0.003947706,0.005219438,0.005493738,0.008033592,0.003522334,0.003102892,0.007257612,0.003945643,0.003342389,0.001673901,0.001521025,0.00260018,0.002450913,0.015390715,0.001108544,0.001221976,0.001289005,0.001289005,0.001392125,0.001340565,0.001289005,0.000335141,0.000257801,0.000360921,0.001959287,0.002345988,0.000464042,0.001340565,0.001237444,0.001428217,0.00174789,0.001510713,0.001295707,0.000592942,0.000538804,0.001402437,0.001304473,0.000327407,0.001443685,0.001314785,0.001211664,0.001469465,0.001340565,0.001675706,0.001211664,0.000335141,0.000438262,0.001521025,0.000644502,0.000489822,0.000412481,0.001314785,0.001701486,0.001082764,0.001366345,0.001649926,0.001314785,0.001291583,0.000598098,0.001830387,0.001624146,0.000438262,0.001237444,0.000721843,0.001289005,0.001031204,0.001624146,0.000773403,0.000592942,0.002552229,0.000592942,0.000309361,0.002507887
96,0.000405762,0.000622476,0.000622476,0.001268006,0.000783858,0.002047023,0.000756423,0.000322765,0.001798263,0.001341781,0.001480109,0.000599421,0.000794463,0.001002186,0.000534637,0.000322765,0.000788469,0.001231119,0.001968867,0.000968295,0.006768616,0.000368874,0.001468581,0.001752154,0.000783858,0.000115273,0.000368874,0.000276656,0.000299711,0.001729099,0.002074919,0.001429389,0.001314115,0.000945241,0.003218199,0.002251979,0.001823162,0.01338899,0.018688564,0.004522862,0.065920403,0.01053321,0.002682178,0.006017265,0.002237915,0.001268006,0.002536012,0.001936591,0.001429389,0.000438038,9.22E-05,9.22E-05,0.000161383,2.31E-05,0,0.000507202,0.000599421,0.001037459,0.003365979,0.002097974,0.003032379,0.00097867,0.001244951,0.001294749,0.001307429,0.007504982,0.006083662,0.005065107,0.003305576,0.001781203,0.003414394,0.00459387,0.002866385,0.001944891,0.009046416,0.009662897,0.001073655,0.000903281,0.001387429,0.00331987,0.000184437,0.000553312,0.00069164,0.00289797,0.00202881,0.001756765,0.000322765,0.001014405,0.00064553,0.000968295,0.000161383,0.001389504,0.001198842,0.00097429,0.005082629,0.005397325,0.007337835,0.006140146,0.014366277,0.010017939,0.006826944,0.00241267,0.002303852,0.005843894,0.005777496,0.004912947,0.005692425,0.009801225,0.02901359,0.008651259,0.013735502,0.0008438,0.000449566,0.002695089,0.001911231,0.001749848,0.001297977,0.001346392,0.039071183,0.091188304,0.00555986,0.005688736,0.006325275,0.006508329,0.001231119,0.001622817,0.00222316,0.002106043,0.003635258,0.003072494,0.001943507,0.002111345,0.001537284,0.001543509,0.001235268,0.001551348,0.001420167,0.008565265,0.104737524,0.031491274,0.001937744,0.021247861,0.002069155,0.001351003,0.001224202,0.001178093,0.000352736,0.000613254,0.000322765,0.000368874,0.002258895,0.002093363,0.001274922,0.016736296,0.026620056,0.007629246,0.002089674,0.001309274,0.000546856,0.002408059,0.002255667,0.002333592,0.006478127,0.01273908,0.002952379,0.001520685,0.001875266,0.000921725,0.002152844,0.001120456,0.000333831,0.0004219,0.000281267,0.000576366,0.000451871,0.000382707,0.000410373,0.001653019,0.000403456,0.001065817,0.001884949,0.09528281,0.004419577,0.000722072,0.000484148,0.003544884,0.000643225,0.001173482,0.000682418,0.001185009,0.000189048,0.000313543,0.000749276,0.000720688,0.000640919,0.000910659,0.001276997,0.00241267
97,0.003166477,0.000907216,0.001030129,0.003052343,0.001141336,0.004886676,0.00212113,0.00054433,0.000582374,0.002408512,0.002484601,0.000910143,0.002776959,0.003894884,0.002417585,0.000468241,0.001450668,0.002396806,0.003625353,0.001586165,0.010815479,0.000588227,0.002853048,0.002575323,0.001170601,0.00017559,0.000526771,0.000438976,0.000438976,0.000526771,0.000736894,0.002193707,0.001972463,0.001436913,0.007586668,0.00573741,0.003390647,0.055436756,0.057355664,0.008611237,0.135241043,0.032499114,0.004475502,0.001738343,0.003798016,0.001878815,0.0010512,0.000756794,0.002107083,0.001814432,0.00011706,0.000146325,0.000263385,5.85E-05,0,0.000731626,0.000877951,0.001521782,0.005004321,0.000676022,0.004502133,0.001439254,0.002156833,0.004469356,0.005458807,0.014068873,0.007283189,0.008628503,0.007352255,0.007010146,0.009478652,0.013463087,0.008708396,0.006375681,0.008845064,0.01629126,0.004879945,0.001354971,0.002048552,0.004916526,0.000263385,0.000819421,0.004887261,0.00424343,0.003014299,0.002487528,0.000468241,0.001492517,0.00459461,0.001433987,0.001229131,0.002159174,0.001785167,0.001397698,0.008760488,0.011228994,0.016827395,0.009131862,0.023640003,0.015346877,0.007698167,0.006090346,0.006133073,0.00638885,0.010616184,0.007457024,0.00809266,0.009819005,0.040590604,0.01261323,0.014135012,0.001112071,0.000614566,0.000468241,0.002019287,0.000526771,0.000380445,0.001902227,0.019812429,0.015297712,0.004568857,0.004597244,0.007922045,0.006526395,0.00293499,0.004171438,0.005502412,0.005659272,0.008604213,0.003695881,0.003539021,0.007720409,0.004035063,0.004440384,0.005457929,0.002639999,0.00267219,0.006052595,0.020339199,0.001463252,0.001721369,0.001697372,0.001697372,0.000380445,0.001755902,0.00035118,0.000468241,0.000321915,0.000468241,0.000556036,0.003102094,0.000614566,0.001785167,0.001638842,0.002417292,0.000755623,0.002573567,0.002854219,0.000834931,0.001473495,0.002211266,0.000944675,0.000517991,0.000398004,0.00035118,0.001609577,0.00040971,0.000380445,0.002194878,0.001609577,0.000438976,0.000585301,0.00040971,0.000848686,0.000643831,0.000556036,0.00035118,0.000468241,0.00029265,0.000380445,0.000438976,0.00035118,0.000482873,0.00084576,0.000497506,0.000438976,0.000585301,0.001638842,0.000965746,0.001697372,0.00029265,0.000438976,0.001024276,0.000790156,0.000702361,0.000790156,0.000380445,0.005137184
98,0.001041799,0.000654682,0.000654682,0.00153708,0.000825469,0.003646865,0.004038252,0.001671433,0.001878654,0.001406144,0.001548466,0.000626218,0.002102669,0.002530205,0.003298745,0.001622474,0.000939896,0.001433754,0.002135688,0.005211841,0.007436338,0.001884347,0.007586061,0.001821725,0.000825469,0.000626218,0.000370038,0.001451687,0.001508616,0.00179326,0.002228197,0.001536511,0.001371987,0.001001949,0.004614657,0.002543014,0.002009875,0.064847997,0.037333974,0.00985297,0.17357053,0.023197104,0.005922029,0.006302029,0.00246189,0.001343522,0.00275479,0.0021058,0.001480151,0.004597009,0.000426967,0.000113858,0.000170787,2.85E-05,0,0.00051236,0.000626218,0.001081649,0.003529592,0.002223074,0.003160977,0.001029844,0.001807493,0.007221716,0.007660638,0.015625276,0.011029121,0.009351711,0.007207484,0.00843971,0.006614854,0.010724267,0.005967572,0.010525015,0.013014801,0.017099734,0.006430973,0.000998533,0.001456811,0.003472663,0.000199251,0.000569289,0.003444199,0.002988767,0.002134834,0.00176992,0.000313109,0.005157189,0.00326288,0.00102472,0.001024151,0.001695912,0.001252436,0.005048455,0.005703137,0.006820652,0.006455737,0.010247202,0.0290178,0.016934071,0.005271332,0.004960215,0.005202448,0.004942567,0.010510214,0.008266077,0.010285629,0.01468538,0.028635238,0.009622408,0.009975367,0.000809814,0.00043209,0.000341573,0.001423223,0.001764796,0.001309365,0.001337829,0.013981738,0.016446191,0.002911629,0.002836767,0.009594228,0.004873683,0.002705546,0.002903943,0.004264259,0.004488275,0.006803573,0.005000065,0.003599045,0.009355126,0.002607628,0.003181472,0.005297519,0.008440564,0.001596286,0.004711436,0.014767357,0.00128944,0.008457358,0.001406144,0.001223971,0.000284645,0.001252436,0.00025618,0.000341573,0.000227716,0.000341573,0.000398502,0.002220227,0.000426967,0.0012809,0.001280331,0.001807493,0.002953756,0.002878041,0.001896302,0.000620525,0.003020363,0.004030851,0.004465788,0.002995599,0.00064045,0.000326772,0.001172735,0.000310263,0.00025618,0.001565545,0.000227716,0.000313109,0.000426967,0.000284645,0.000597753,0.000455431,0.000398502,0.00025618,0.000341573,0.000199251,0.000287491,0.00034442,0.002453066,0.003478356,0.000773664,0.000375731,0.000415581,0.000426967,0.001195507,0.000683147,0.001223971,0.000199251,0.000313109,0.000740076,0.000569289,0.00051236,0.000594907,0.001067417,0.003273412
99,0.00040152,0.000595804,0.002929802,0.001240827,0.000751231,0.008579321,0.003608501,0.001537434,0.001720061,0.00142993,0.00148692,0.000597099,0.00157655,0.002119508,0.007095768,0.001518782,0.001008722,0.001451949,0.002126244,0.000989553,0.00666109,0.001720061,0.006853043,0.00165789,0.000751231,0.000129523,0.000336759,0.001321131,0.00137294,0.00165789,0.002014077,0.001367241,0.001248598,0.000916502,0.003779989,0.003054144,0.002084796,0.06804161,0.157998968,0.006372773,0.205410471,0.015659805,0.003971164,0.005761167,0.010843894,0.001222694,0.002454972,0.001874711,0.00137294,0.001922116,0.000388568,0.000103618,0.000155427,2.59E-05,0,0.000466282,0.0005699,0.001023229,0.003212161,0.001994649,0.002885246,0.000932563,0.001357397,0.00587696,0.005922811,0.008371825,0.007784052,0.007487186,0.005387624,0.005506007,0.005049829,0.006310343,0.011295928,0.00781695,0.011061233,0.010962019,0.004363877,0.000870392,0.001321131,0.003232885,0.000181332,0.000518091,0.000673518,0.002719975,0.00194284,0.001716175,0.00028495,0.001073225,0.00306321,0.001005096,0.000904068,0.001564633,0.001178656,0.004585101,0.004876527,0.005322085,0.003044041,0.007121673,0.019305349,0.013247316,0.007385122,0.009661094,0.003084711,0.006215273,0.006612649,0.005520773,0.007051472,0.009943194,0.026153211,0.009850974,0.009216831,0.000849409,0.000442449,0.000310854,0.001295226,0.000336759,0.001191608,0.001217513,0.012799427,0.001108455,0.00164157,0.001637684,0.002572838,0.002506522,0.001319836,0.001902429,0.00263449,0.002621797,0.004290567,0.001786635,0.002352908,0.002795358,0.001749074,0.001730941,0.010818249,0.008726976,0.00416752,0.002444351,0.01865126,0.001240827,0.001596755,0.002123653,0.001113895,0.000259045,0.000233141,0.000233141,0.000310854,0.000207236,0.000310854,0.000362663,0.002020553,0.000388568,0.001165704,0.000351524,0.000595545,0.0009007,0.000639065,0.001759176,0.001669806,0.002695625,0.001779382,0.001531735,0.000796823,0.000601762,0.00027666,0.000222779,0.000375616,0.000292721,0.000367844,0.000207236,0.00028495,0.000388568,0.000259045,0.000543995,0.000414472,0.000362663,0.000233141,0.000326397,0.000204646,0.000261636,0.00039608,0.001550386,0.001480185,0.00071626,0.000380797,0.000313445,0.000393749,0.00108799,0.000621709,0.001113895,0.000181332,0.00028495,0.000673518,0.000551766,0.000468872,0.000563423,0.000608756,0.003440898
100,0.000680508,0.001003514,0.001047418,0.002107379,0.000282238,0.006679953,0.001404919,0.000559773,0.00060838,0.002355122,0.000583292,0.000972154,0.005251827,0.005347788,0.007953161,0.000533117,0.001443178,0.002285189,0.003405048,0.00161503,0.002362021,0.000602108,0.002499377,0.002885102,0.001317112,0.000188159,0.000125439,0.000470397,0.000470397,0.000595836,0.000722844,0.000488586,0.002163827,0.001579907,0.005649469,0.004240473,0.003347973,0.053922563,0.270092621,0.004530865,0.129783194,0.023108102,0.00320215,0.001944308,0.003645891,0.000439037,0.000889678,0.000707164,0.000470397,0.001361016,0.000125439,0.000156799,6.27E-05,0,0,0.000188159,0.000219519,0.000344958,0.001128953,0.000721276,0.001015431,0.000313598,0.000636604,0.001963124,0.00213184,0.004645015,0.004054823,0.004114407,0.004682333,0.004427064,0.006952156,0.0087174,0.005933903,0.013117494,0.006419666,0.005205101,0.001504644,0.000332414,0.000470397,0.001128953,6.27E-05,0.000909434,0.001160313,0.001003514,0.000721276,0.002759663,9.41E-05,0.00166207,0.001034874,0.000313598,0.000337745,0.000605244,0.001975668,0.001561091,0.001753013,0.00225038,0.00411033,0.003650282,0.013004599,0.019255236,0.012507232,0.004535255,0.004102804,0.003212499,0.004946383,0.00390116,0.004349605,0.015741369,0.027373977,0.003017754,0.005339007,0.001254392,0.000689916,0.0005927,0.000758907,0.000630332,0.000511165,0.000658556,0.024909096,0.001796603,0.008932214,0.009411706,0.003303129,0.003315359,0.001850856,0.003026535,0.003763177,0.003624567,0.006192621,0.002167904,0.003910255,0.0036484,0.002428504,0.002508157,0.006844905,0.005800937,0.005114785,0.00131523,0.031411238,0.002404984,0.00223815,0.003905551,0.00057702,0.000454717,0.000435901,0.000417085,0.000548797,0.000595836,0.000125439,0.000595836,0.003615786,0.000743227,0.000454717,0.002123686,0.002594711,0.001048358,0.000934522,0.002986081,0.002283621,0.001361956,0.002596592,0.000762984,0.000788386,0.000638172,0.000466007,0.000467261,0.000630019,0.000479178,0.000626569,0.00038259,0.000482941,0.000693052,0.000476669,0.000188159,0.000169343,0.000602108,0.000413949,0.000520573,0.000332414,0.000530294,0.000692111,0.000654793,0.002441675,0.001133971,0.00100665,0.000526218,0.000699324,0.001890996,0.000238335,0.000420221,0.000313598,0.000542525,0.000279102,0.000924487,0.000811278,0.000884033,0.000588624,0.004995304
101,0.00048773,0.000765623,0.000793979,0.001616315,0.000198495,0.000969506,0.000907405,0.000491984,0.002268512,0.001718398,0.001854509,0.000737267,0.00138833,0.002861728,0.001461773,0.002189115,0.001376987,0.001982113,0.002769854,0.001230668,0.008518548,0.000453702,0.001867269,0.002183443,0.000992474,0.000170138,0.000453702,0.000368633,0.000368633,0.000453702,0.000543876,0.001786454,0.001644672,0.001190969,0.004085875,0.003388307,0.002613326,0.062154973,0.04122908,0.005255576,0.103115802,0.012758681,0.002616729,0.001474533,0.002864564,0.000340277,0.003192364,0.000532533,0.000368633,0.001522739,0.000113426,0.000113426,0.000226851,2.84E-05,0,0.000623841,0.000765623,0.000476388,0.000879049,0.000538772,0.000770727,0.000255208,0.000348784,0.001587108,0.001577183,0.002660398,0.00656309,0.001658283,0.003335564,0.001387195,0.00355958,0.005294992,0.012094858,0.002332031,0.002587806,0.002930918,0.001218191,0.000238194,0.000368633,0.001032173,0.000258043,0.00070891,0.000879049,0.004459896,0.002580433,0.003020808,0.000428182,0.001504591,0.001117526,0.000309085,0.000414004,0.000623841,0.00150289,0.001350899,0.001293336,0.006353536,0.001828421,0.001595899,0.016051994,0.011606277,0.007906333,0.002823731,0.002778361,0.00195007,0.002261991,0.005557288,0.006495318,0.010624011,0.067062333,0.012538636,0.010288838,0.001606958,0.000754848,0.001961413,0.001084916,0.00214658,0.0022118,0.002245827,0.085852989,0.001358839,0.001554215,0.00161433,0.001979561,0.001992888,0.001543156,0.001793826,0.002609073,0.002431278,0.00393275,0.003418932,0.002160475,0.002313883,0.001891939,0.001874642,0.002610491,0.002720514,0.002748303,0.000740953,0.265838187,0.002585537,0.001667924,0.002036841,0.001903566,0.000657301,0.000360126,0.000343113,0.000439524,0.000683673,8.51E-05,0.000487163,0.002898025,0.000599171,0.0003692,0.000407765,0.000527429,0.002170966,0.000444912,0.001803184,0.000923001,0.003268359,0.00199062,0.001809139,0.001865852,0.001783051,0.000332337,0.000345948,0.000509281,0.000382528,0.0005124,0.000293772,0.000476955,0.000541607,0.000368633,0.000170138,0.000135544,0.000494819,0.000323263,0.000450583,0.000276759,0.000526011,0.000877347,0.001531246,0.001728607,0.000776398,0.000938313,0.000476388,0.000595201,0.001747889,0.000187152,0.000328934,0.000272221,0.000788308,0.000260312,0.000986803,0.000678569,0.000782637,0.000375155,0.003102191
102,0.000108561,0.000175098,0.00087549,0.000465411,0.000227627,0.000793719,0.001015568,0.001239169,0.000514788,0.001856039,0.000420235,0.00083084,0.018066438,0.011011914,0.003606494,0.001118526,0.004579338,0.002205184,0.002068958,0.001337749,0.002287656,0.000507784,0.002113433,0.002416353,0.001103117,0.000805451,0.000507784,0.000402725,0.000402725,0.000490274,0.000615294,0.000423562,0.001821019,0.000267375,0.001033253,0.005169594,0.003841826,0.055060271,0.092725605,0.008282486,0.186822754,0.011069171,0.004349085,0.001628412,0.003408283,0.000367706,0.000733135,0.000569769,0.000402725,0.000873739,0.000542804,0.000140078,0.000227627,3.50E-05,0,0.000140078,0.000822961,0.001507594,0.000963039,0.000595333,0.000861132,0.000280157,0.000413231,0.001798782,0.001833977,0.004675993,0.003226181,0.00350126,0.005907807,0.00378807,0.018834593,0.010366328,0.016396003,0.003922546,0.004295855,0.004781402,0.00155347,0.000265799,0.000405877,0.00105409,0.000262647,0.000770431,0.000980549,0.00105409,0.002819078,0.00270649,0.000440897,0.001766739,0.001363663,0.000280157,0.000351422,0.000451403,0.001663431,0.001379772,0.001451212,0.001656077,0.002612287,0.002458901,0.021505013,0.00613631,0.004177138,0.014078756,0.004768094,0.009179513,0.008959765,0.007310867,0.003088029,0.004171535,0.054321533,0.005498953,0.010257767,0.001545415,0.000742591,0.001289422,0.002588649,0.000546306,0.001283468,0.0004465,0.025166663,0.001472925,0.007696608,0.00809233,0.003335442,0.003015013,0.007474059,0.002889117,0.004289901,0.004303034,0.006810262,0.005069788,0.00325945,0.009487336,0.002501275,0.002110456,0.003183982,0.003148262,0.003145111,0.002924312,0.086729899,0.002661315,0.002077013,0.005131072,0.002750089,0.000451928,0.000415683,0.000382764,0.000462259,0.002055651,8.75E-05,0.000516889,0.002988223,0.000659244,0.000496578,0.000555411,0.001994191,0.002523513,0.002039016,0.00200995,0.004311789,0.003968597,0.002375555,0.002164211,0.002255087,0.002034289,0.000415157,0.000466986,0.000835393,0.000511286,0.000682357,0.00033934,0.000667299,0.001078604,0.000424438,0.000752921,0.000285585,0.000530547,0.000334787,0.000584827,0.001305531,0.002430185,0.001507244,0.001544014,0.002099425,0.000874965,0.001881603,0.000478018,0.000778486,0.001859891,0.00028576,0.001525104,0.000252141,0.001075977,0.001047436,0.001310784,0.00073261,0.001066172,0.000403776,0.003636786
103,0.000180358,0.000294062,0.001372291,0.002803394,0.000352875,0.001384445,0.001607541,0.001244668,0.000827295,0.000644977,0.000666541,0.001293874,0.002984144,0.002234285,0.003607556,0.000949233,0.003240566,0.001904936,0.002051183,0.000443054,0.003242919,0.000827295,0.00325625,0.00080377,0.000372479,0.000274458,0.000176437,0.000627333,0.000646937,0.000784166,0.000976679,0.000654387,0.000588125,0.000436584,0.001659296,0.007070042,0.002179198,0.035368636,0.042385355,0.005481909,0.119120322,0.003826535,0.002164102,0.002568144,0.005120801,0.00056852,0.001154096,0.000923552,0.000646937,0.000993931,0.000176437,3.92E-05,7.84E-05,1.96E-05,0,0.00023525,0.000388162,0.00333996,0.001562451,0.000962564,0.001365429,0.00043482,0.000856701,0.002721841,0.002787907,0.004589724,0.003508947,0.004243123,0.003483854,0.003169599,0.008219237,0.011741907,0.008283147,0.004588548,0.005684812,0.005178045,0.002214877,0.00042345,0.000627333,0.005144522,0.000196042,0.000254854,0.001548728,0.002197233,0.001027258,0.003347605,0.000381693,0.004523462,0.004942599,0.001838281,0.000854153,0.001077836,0.000641056,0.004082565,0.002249577,0.002479141,0.003615006,0.003113336,0.011146137,0.007484081,0.005194904,0.006237453,0.019984474,0.013227314,0.00489202,0.003651077,0.003934553,0.00558836,0.02618017,0.111760531,0.089899156,0.003497185,0.001735752,0.001410323,0.010131034,0.001164095,0.000429135,0.001834753,0.043233823,0.002347401,0.002909844,0.003152152,0.004263119,0.004273117,0.01135649,0.004254493,0.019224224,0.005412511,0.010029093,0.007626015,0.005375459,0.005584243,0.003675975,0.003542274,0.002486983,0.003125882,0.003278991,0.001585388,0.019380666,0.002507371,0.002872793,0.003210572,0.001249177,0.000978247,0.000991382,0.000721825,0.000340916,0.000575382,0.000137229,0.000867092,0.005300767,0.001175465,0.000801222,0.000809063,0.000990206,0.003961607,0.0011688,0.003588344,0.002165475,0.006745201,0.003753803,0.003406026,0.003588344,0.003153916,0.000631842,0.000724177,0.000981972,0.000728882,0.000929041,0.000536762,0.000828864,0.001201146,0.000730059,0.000254854,0.000692223,0.00087709,0.000561855,0.001087442,0.000619491,0.003957098,0.002106466,0.002535993,0.003217041,0.001586564,0.002580691,0.000886696,0.001237414,0.00442995,0.000493829,0.002487767,0.000419529,0.00105686,0.000791812,0.00155853,0.00121585,0.001550492,0.000664385,0.005849683
