wardNo,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198
11,0.003223714,0.005152084,0.027476132,0.054918022,0.006446977,0.020317731,0.006233189,0.002871831,0.003303912,0.004089002,0.017367053,0.009368819,0.008030674,0.005845938,0.002977711,0.002684851,0.006980207,0.002282056,0.00350531,0.001642269,0.011527198,0.000630776,0.002539998,0.35594551,0.001655786,0.001025911,0.005485494,0.000523994,0.000690249,0.000608248,0.000741161,0.000499664,0.00225277,0.001632132,0.005501714,0.019691461,0.003115581,0.054783531,0.026900549,0.001107912,0.090026538,0.012095572,0.000634831,0.000405499,0.003743653,0.002162659,0.000898855,0.000696106,0.000495609,0.000765942,0.000722689,0.007494289,0.002223258,7.93E-05,0.000553506,0.000293761,0.031289395,0.000498989,0.001193968,0.000743414,0.001058802,0.000337915,0.002307062,0.001978157,0.001960586,0.00210251,0.001950899,0.001333189,0.000701963,0.000880382,0.000772024,0.001081329,0.000608023,0.00225277,0.002699043,0.002827451,0.001451685,0.000324399,0.000495609,0.001296469,0.019633114,0.000220321,0.006317442,0.008105916,0.000743414,0.000765942,0.000112638,0.001912602,0.001173693,0.000362696,0.000340168,0.00052039,0.001316068,0.001599467,0.001662094,0.000362696,0.001905843,0.001666599,0.003971408,0.000564995,0.000382971,0.000563192,0.000540665,0.00034197,0.000321696,0.001384327,0.001699715,0.003000239,0.009619327,0.004442462,0.004841202,0.001394464,0.000200497,0.000718634,0.000741161,0.000608248,0.000459565,0.000450554,0.004708289,0.000337915,0.000480291,0.000490879,0.000465873,0.000458664,0.001564549,0.000382971,0.000518137,0.000450554,0.000882635,0.000792524,0.000495609,0.001617714,0.000448977,0.000552154,0.000684842,0.000578962,0.000419691,0.000135166,0.004843455,0.000337915,0.000382971,0.000405499,0.000405499,9.01E-05,0.000428026,9.01E-05,0.00012165,9.01E-05,0.000112638,0.000135166,0.000829019,0.000157694,0.000428026,0.000382971,0.000450554,0.000518137,0.000493357,0.000430279,0.000180222,0.000824514,0.000428026,9.01E-05,0.000450554,0.000450554,9.01E-05,0.000382971,0.000473082,9.01E-05,0.000518137,0.000382971,0.00012165,0.000144177,9.01E-05,0.000202749,0.000157694,0.000135166,9.01E-05,0.000540665,6.76E-05,9.01E-05,0.000112638,0.000405499,0.000405499,0.000202749,0.000112638,0.000112638,0.000135166,0.000405499,0.000225277,0.000428026,6.76E-05,0.000112638,0.000247805,0.000202749,0.000180222,0.000180222,9.01E-05,0.000788469
12,0.001010887,0.001623546,0.008023383,0.016371475,0.002039848,0.009488251,0.001914559,0.000842406,0.004732638,0.003545764,0.003940776,0.039645779,0.011757999,0.017412842,0.008148825,0.004104816,0.002040155,0.003253219,0.001143834,0.00052076,0.003668602,0.000964938,0.000859101,0.145840727,0.001192694,0.001555235,0.007702043,0.000983471,0.00029668,0.000199114,0.000229747,0.000765824,0.000704558,0.000505444,0.008339668,0.005844767,0.004717475,0.124485577,0.114367513,0.003456622,0.086165745,0.018314217,0.005601082,0.000634102,0.005807242,0.000689241,0.001363166,0.000214431,0.000171238,0.000245064,0.001064189,7.95E-05,9.19E-05,1.53E-05,7.51E-05,0.000969073,0.116729926,0.000569467,0.001822661,0.000245064,0.001627682,0.00052076,0.000709306,0.000651257,0.003038023,0.001474211,0.002836765,0.001875349,0.001500708,0.001512502,0.002295174,0.001551559,0.001833688,0.001368374,0.002750839,0.000828775,0.002299003,0.000499777,0.000153165,0.001814083,0.018973285,0.000493803,0.002257802,0.04695618,0.001148736,0.00095391,0.000168481,0.000583558,0.001686344,0.000107215,0.000444178,0.000750507,0.001191928,0.000505444,0.000553078,0.000540672,0.000611127,0.000633643,0.002679311,0.002068031,0.001349228,0.001550793,0.001336975,0.001029574,0.001246455,0.000740552,0.000851137,0.001086704,0.014780399,0.004708744,0.005359235,0.000430393,0.000229747,0.000206772,0.000196051,0.000199114,0.000673925,0.000689241,0.007229377,0.000541897,0.000600253,0.000671321,0.000832757,0.000847154,0.000882995,0.000884067,0.001313388,0.001179369,0.002220276,0.000731055,0.001105696,0.001238031,0.000922358,0.000301122,0.002121026,0.000598108,0.000150101,0.000217494,0.001562281,0.000107215,0.000125595,0.000122532,0.000612659,0.000137848,0.000137848,0.000122532,0.000168481,0.000142443,3.06E-05,0.000199114,0.001148736,0.000229747,0.000137848,0.000122532,0.000137848,0.000168481,0.000169707,0.001106309,0.000410941,0.000566556,0.000251803,0.000167715,0.000137848,0.000153165,0.000137848,0.000122532,0.000153165,0.000137848,0.000168481,0.000122532,3.06E-05,0.000214431,0.000153165,6.13E-05,4.59E-05,0.000199114,0.000137848,0.000168481,0.000107215,0.000137848,0.000168481,0.000137848,0.000135551,0.000315826,0.000183798,0.000168481,0.000214431,0.000612659,7.66E-05,0.000137848,0.000107215,0.000168481,0.000382912,6.13E-05,0.00026038,6.13E-05,0.000153165,0.001366689
13,0.0003362,0.000522977,0.002641969,0.005358648,0.000672399,0.00323312,0.000635044,0.000300712,0.00157715,0.002791951,0.001285964,0.002611711,0.012264936,0.019021054,0.009548443,0.001344798,0.000714985,0.001805766,0.003342945,0.0001681,0.001329856,0.000394101,0.001664748,0.181342154,0.000946215,0.00052279,0.00566982,0.001411105,0.000285023,0.000298844,0.000373555,0.000246173,0.000224133,0.0001681,0.002871892,0.002043347,0.00157827,0.177042908,0.120901493,0.002397103,0.276184067,0.015085277,0.006684022,0.001008599,0.002147195,0.000224133,0.000451628,7.81E-05,0.000261489,0.000399704,0.000423985,2.24E-05,3.74E-05,0,0.000907739,9.34E-05,0.01177315,0.00021853,0.000597688,0.000373555,0.00055006,0.0001681,0.001114689,0.00105025,0.00110535,0.001740954,0.001270461,0.001894858,0.003062779,0.001384022,0.002842568,0.003909254,0.002461542,0.000945842,0.002533077,0.001780551,0.000793244,0.000149422,0.000242811,0.000624584,0.010488121,0.000224133,0.004487518,0.000921374,0.000373555,0.000385509,7.12E-05,0.000907179,0.00059526,0.000187711,0.000192568,0.000281661,0.000226001,0.000803144,0.000847036,0.00089317,0.000430896,0.001015136,0.00344754,0.002448467,0.001727879,0.002138977,0.000855254,0.001265978,0.001373936,0.000904937,0.001089847,0.001646631,0.004856217,0.002150557,0.001699676,0.000206389,8.31E-05,0.000316962,0.000242811,0.000298844,0.000224133,0.000224133,0.002372075,0.000593392,0.000254204,0.00026952,0.001091902,0.001138222,0.000972738,0.000432577,0.000679123,0.000599369,0.001067247,0.000852826,0.00056631,0.001277559,0.000438554,0.000359734,0.001927731,0.001156527,0.00027475,0.000540721,0.002988441,0.000205455,0.000262983,0.000242811,0.000242811,5.60E-05,0.000261489,5.60E-05,7.47E-05,5.60E-05,7.47E-05,7.47E-05,0.000466944,9.34E-05,0.000261489,5.60E-05,5.98E-05,0.000346099,0.000322565,0.000543709,0.000714985,0.000738145,0.000613751,0.000362535,0.000338067,0.000280166,5.60E-05,5.60E-05,5.60E-05,5.60E-05,7.47E-05,5.60E-05,7.47E-05,9.34E-05,5.60E-05,0.000130744,9.34E-05,7.47E-05,5.60E-05,7.47E-05,3.74E-05,5.60E-05,7.47E-05,0.000261489,0.000475162,0.000178746,7.47E-05,7.47E-05,9.34E-05,0.000242811,0.000149422,0.000261489,3.74E-05,7.47E-05,0.000149422,0.000112067,0.000112067,0.000112067,5.60E-05,0.000678376
14,0.000489475,0.000787936,0.003915922,0.00165383,0.000990889,0.002445228,0.000931197,0.00043814,0.000514785,0.002381477,0.001897493,0.003855514,0.017365868,0.026850587,0.013807024,0.002005655,0.001049984,0.00282284,0.001677707,0.000266227,0.001988822,0.000522903,0.000725617,0.192947592,0.001490273,0.000761791,0.00386399,0.000616142,0.000130009,9.55E-05,0.000121533,0.000377612,0.000346214,0.000250707,0.004066465,0.003045492,0.002396041,0.237160107,0.16939201,0.003075696,0.12547891,0.021202519,0.004998498,0.001497078,0.002971354,0.000334276,0.000673924,0.000117116,0.000370091,0.000121772,0.000921407,4.69E-05,8.45E-05,1.19E-05,0.000321144,0.000131323,0.011780119,0.000317562,0.000883443,0.000551316,0.000796532,0.00025393,0.000369017,0.001531103,0.001614433,0.002326321,0.001946202,0.002476865,0.003571737,0.001929965,0.00401334,0.00545371,0.002923242,0.000771938,0.001707433,0.002433886,0.001115168,0.000238768,0.000370091,0.000901232,0.007100496,0.000204147,0.00556223,0.001147879,0.000561106,0.000555375,9.22E-05,0.000307414,0.000844643,0.000280672,0.000244857,0.000393729,0.000323531,0.001193842,0.001255922,0.001300214,0.000636437,0.000564687,0.002033949,0.001302363,0.000798203,0.002521037,0.000764895,0.000535677,0.001635683,0.001203393,0.001474992,0.002410606,0.007210807,0.002781652,0.002507069,0.000253214,0.000132636,0.000109237,0.000358153,9.55E-05,0.000334276,0.000334276,0.003521835,0.000589281,0.000348721,0.000367465,0.000528633,0.000527917,0.001270845,0.000481118,0.000703889,0.00069983,0.00121748,0.000996978,0.000619007,0.000606591,0.000410562,0.000398982,0.001399064,0.000991844,8.76E-05,0.000167735,0.003533773,4.78E-05,0.000287477,5.97E-05,0.000298461,7.16E-05,5.97E-05,5.97E-05,8.36E-05,5.97E-05,8.36E-05,9.55E-05,0.000549167,0.000107446,5.97E-05,5.97E-05,7.16E-05,0.000102909,0.000139799,0.00055454,0.000876877,0.000794741,0.00063978,0.000389431,0.000173107,7.16E-05,5.97E-05,5.97E-05,7.16E-05,5.97E-05,8.36E-05,5.97E-05,7.16E-05,0.000107446,7.16E-05,3.58E-05,2.39E-05,9.55E-05,5.97E-05,8.36E-05,4.78E-05,7.16E-05,8.36E-05,0.000298461,0.000548451,0.000203073,8.36E-05,8.36E-05,0.000107446,0.000298461,3.58E-05,5.97E-05,4.78E-05,8.36E-05,0.000179076,0.000143261,0.000119384,0.000131323,7.16E-05,0.0006436
15,0.000294885,0.000682793,0.017567916,0.026361659,0.000616578,0.101634307,0.000567788,0.000868571,0.007020679,0.002855024,0.007346661,0.002304125,0.009499323,0.014773745,0.009673305,0.006326627,0.000631054,0.001221897,0.002160168,0.00076134,0.005266112,0.000294885,0.001249777,0.01732611,0.000616578,0.000455732,0.000581728,0.000670462,0.000335365,0.000268077,0.000355739,0.00024127,0.001045502,0.000750617,0.002493924,0.001749741,0.001584337,0.163031537,0.136592404,0.004444723,0.270188507,0.018304593,0.00237731,0.000911463,0.009395845,0.000991886,0.000402116,0.000333756,0.00024127,0.000383351,0.000321693,8.04E-05,0.000134039,0,0,8.04E-05,0.000121707,0.000217143,0.000536155,0.000348501,0.000489777,0.000165672,0.001039336,0.000984112,0.001039336,0.001598814,0.003257677,0.001562355,0.002436019,0.003212908,0.010094454,0.003645585,0.001855364,0.001294546,0.001940076,0.001906835,0.000664296,0.000134039,0.000214462,0.000598081,2.68E-05,0.001200987,0.000562963,0.001488098,0.001608464,0.000371823,5.36E-05,0.000851146,0.000556261,0.00019945,0.000195965,0.00026915,0.000967759,0.000723809,0.000765093,0.000829431,0.001215463,0.001619187,0.004335616,0.002348626,0.00126613,0.001557262,0.001440648,0.000968296,0.001554849,0.001970905,0.002092344,0.002501698,0.004450085,0.0022296,0.001566912,0.000663492,0.000403456,0.000268077,0.000214462,0.000268077,0.000214462,0.000214462,0.010508634,0.000182561,0.001192944,0.001221629,0.002299568,0.001758856,0.000764825,0.000978751,0.000444472,0.000463506,0.00245398,0.000676627,0.000398899,0.001223773,0.000265933,0.000624352,0.011492746,0.006967332,0.0002914,0.000363513,0.00225185,0.000160846,0.000244219,0.000187654,0.000187654,0.000214462,0.000187654,0.000187654,5.36E-05,2.68E-05,5.36E-05,5.36E-05,0.000348501,0.000321693,0.000187654,0.000187654,0.000214462,0.000368874,0.000380134,0.001099653,0.000626497,0.000539372,0.000369947,0.00089377,0.000495407,0.000214462,0.000187654,0.000187654,0.000214462,0.000187654,0.00024127,0.000187654,5.36E-05,5.36E-05,0.000214462,0.000107231,8.04E-05,5.36E-05,5.36E-05,0.00024127,0.000160846,0.000187654,0.00024127,0.000187654,0.000332416,0.000473961,5.36E-05,5.36E-05,5.36E-05,0.000187654,0.000107231,0.000187654,0.000160846,5.36E-05,0.000107231,8.04E-05,8.04E-05,8.04E-05,5.36E-05,0.000398095
16,0.003339599,0.0011132,0.005435672,0.011082581,0.001384712,0.003334169,0.006326232,0.000594612,0.003211174,0.002440351,0.002670865,0.005311048,0.003575,0.005682748,0.00314411,0.014390142,0.007161946,0.004748204,0.008945238,0.001721387,0.012586487,0.003423768,0.007052799,0.383713672,0.001637218,0.001073559,0.00332005,0.00060873,0.000682581,0.000624478,0.000760234,0.000515873,0.002335004,0.001683375,0.005611612,0.020482059,0.003219591,0.056717522,0.029855471,0.001182164,0.09338306,0.012781432,0.000656516,0.002090643,0.003914662,0.00225355,0.000923141,0.000705931,0.00052076,0.000787385,0.007013158,0.000681767,0.001040434,1.63E-05,0.009041353,0.000400209,0.057637133,0.001862573,0.001248956,0.000760234,0.00112053,0.001737677,0.002263596,0.002041228,0.002018964,0.001982038,0.001656224,0.001384712,0.000734983,0.00089599,0.003909774,0.001162343,0.003021115,0.002362155,0.002796575,0.002565789,0.001505535,0.000325815,0.000515873,0.001256558,0.013261737,0.000320384,0.001479198,0.022043254,0.000787385,0.000688826,0.000108605,0.001843567,0.001164787,0.000352966,0.000304094,0.000521303,0.002355096,0.001656224,0.001722744,0.001710526,0.000407268,0.00157477,0.003833208,0.002742272,0.001954887,0.000602214,0.000570175,0.000352966,0.000298663,0.001357561,0.001629073,0.002742272,0.010045948,0.00353373,0.003763158,0.001368421,0.000168338,0.000627193,0.000518588,0.000624478,0.000461571,0.000461571,0.004914369,0.000352966,0.001742565,0.00185117,0.001873434,0.001954887,0.001629073,0.000380117,0.000543024,0.000461571,0.000930472,0.000821867,0.000515873,0.001683375,0.000380117,0.000407268,0.000380117,0.000461571,0.000380117,0.000624478,0.004642857,0.000325815,0.000352966,0.000380117,0.000380117,0.000434419,0.000407268,0.000380117,0.000108605,0.00011132,0.000108605,0.000135756,0.000738513,0.000135756,0.000407268,0.000380117,0.000434419,0.000488722,0.000461571,0.000380117,0.000190058,0.000760234,0.000407268,0.000380117,0.000434419,0.000434419,8.15E-05,0.000380117,0.000434419,8.15E-05,0.000515873,0.000380117,0.000108605,0.000135756,0.000108605,0.000206349,0.000135756,0.000135756,8.15E-05,0.000515873,5.43E-05,0.000407268,0.000108605,0.000407268,0.000380117,0.000190058,0.000108605,0.000108605,0.000135756,0.000380117,0.00021721,0.000412698,0.000325815,0.000108605,0.000244361,0.000190058,0.000162907,0.000190058,8.15E-05,0.000760234
17,0.002070857,0.003331093,0.003383603,0.006891918,0.000869694,0.001969119,0.003938239,0.001762362,0.033481592,0.007733716,0.008455726,0.003550322,0.000527232,0.000779443,0.001928752,0.008953421,0.00456327,0.007029264,0.002245452,0.001069888,0.007569787,0.002001938,0.00173545,0.09235153,0.000886104,0.003169954,0.024409531,0.000661788,0.000509838,0.000393824,0.000509838,0.001591541,0.00146043,0.001075303,0.018640175,0.012866225,0.010345917,0.045618422,0.017541899,0.00072201,0.058662033,0.051984913,0.00341232,0.001296337,0.012831438,0.001411202,0.002823717,0.000487357,0.001599089,0.00055283,0.002383947,9.85E-05,0.000180503,3.28E-05,0,0.000562348,0.000898903,0.001183605,0.003741327,0.002333078,0.003387213,0.00107399,0.00159794,0.001709852,0.00744081,0.00334537,0.007239795,0.02122448,0.009968502,0.003604637,0.002964837,0.008577976,0.006485951,0.013725582,0.040226317,0.003530467,0.005685996,0.00105594,0.001542477,0.000862146,0.00637847,0.005211274,0.0012668,0.092499871,0.002264487,0.000463235,0.00035116,0.00121347,0.000736451,0.000219885,0.000928768,0.001535913,0.011163594,0.001039695,0.001260072,0.001084657,0.001220854,0.002000133,0.004539312,0.002378204,0.004836977,0.04329601,0.007575202,0.004400325,0.001434503,0.002011127,0.002270723,0.003138612,0.030393028,0.010158358,0.010969799,0.000864443,0.000493264,0.000409905,0.000358872,0.000397106,0.000285194,0.001427611,0.014850441,0.001099425,0.004807933,0.004562285,0.002309613,0.002470917,0.00269113,0.003597909,0.007627548,0.002721815,0.003169133,0.003113834,0.001813723,0.001317833,0.001913656,0.00206134,0.003211305,0.00131931,0.000449287,0.000426643,0.00318341,0.000229731,0.00024614,0.000262549,0.000262549,0.000295368,0.000278959,0.000262549,0.000347878,0.000281748,0.000361005,8.94E-05,0.002376891,0.000459461,0.000278959,0.000262549,0.000295368,0.000344596,0.002331765,0.001832922,0.000590736,0.001092861,0.001394793,0.000280599,0.000295368,0.000295368,0.000278959,0.00024614,0.000311777,0.000278959,0.000344596,0.00024614,6.56E-05,0.000446334,0.000311777,0.000152607,9.85E-05,0.000410233,0.000278959,0.000344596,0.000229731,0.000278959,0.000344596,0.000278959,0.000262549,0.000607145,0.000377415,0.000344596,0.000443052,0.001263518,0.000147684,0.000288804,0.000223167,0.000344596,0.000787648,0.000131275,0.000525098,0.000131275,6.56E-05,0.002540164
18,0.002275102,0.000751004,0.003710846,0.007631972,0.0009498,0.002192491,0.00432932,0.001937592,0.002186748,0.008420085,0.001793575,0.003773135,0.000581366,0.000790984,0.017280613,0.002665845,0.004940063,0.007728278,0.00244209,0.001170683,0.008872234,0.002186748,0.001860503,0.003851328,0.000971888,0.000706828,0.000455683,0.00050251,0.000371305,0.000441767,0.000547791,0.00174476,0.001590362,0.001210222,0.020363044,0.002782913,0.002213475,0.055663347,0.194197828,0.004055424,0.068506848,0.017077179,0.019881076,0.003401608,0.002949018,0.001546186,0.003094138,0.000537631,0.001748957,0.000556185,0.000485944,0.000110442,0.000198795,4.42E-05,0,0.000136506,0.000738856,0.001295704,0.004108436,0.002544138,0.003736247,0.001176647,0.002116949,0.00237207,0.002369861,0.0018848,0.004009259,0.012310289,0.0074239,0.03394982,0.02335403,0.039735867,0.03510482,0.006633578,0.023645376,0.001867351,0.003093476,0.001118113,0.001700804,0.001245342,0.000238775,0.000662651,0.000861446,0.003503215,0.002495985,0.000516205,0.000393394,0.001434639,0.000785904,0.00024739,0.001024458,0.001678716,0.005580405,0.005861369,0.00139974,0.001179077,0.00134739,0.001092491,0.003708416,0.002482512,0.004772854,0.02182927,0.005592774,0.005384039,0.001540884,0.001247551,0.001351366,0.002088897,0.035972672,0.01055581,0.01187073,0.000964378,0.000554197,0.00041482,0.000348554,0.00045745,0.000365342,0.000471145,0.024504834,0.001202712,0.001940463,0.003401388,0.003537673,0.003592452,0.004106669,0.004925043,0.005117433,0.001598756,0.030583773,0.01785734,0.000436908,0.001470643,0.000684077,0.00080976,0.000324036,0.000397591,0.000335301,0.000557952,0.003967512,0.000287149,0.000309237,0.000331326,0.000448173,0.000498755,0.000476667,0.000385884,0.000482852,0.000326466,8.84E-05,0.000547791,0.003047532,0.000618474,0.000460542,0.000309237,0.000353414,0.000419679,0.000375502,0.000331326,0.000154619,0.000644539,0.000353414,0.000359157,7.02E-05,0.000375502,0.000331326,0.000412169,0.000942069,0.000454799,0.00048241,0.000331105,0.000444418,0.000591306,0.000398253,0.00018996,0.000156827,0.000526366,0.000352089,0.00047004,0.000296868,0.000353414,8.84E-05,6.63E-05,0.000335301,0.000158594,0.000566346,0.000883976,0.000570984,0.001673415,0.000207189,0.000335743,0.000269478,0.00044,0.000248936,0.000170522,0.000691808,0.000185763,9.23E-05,0.000644539
19,0.002716208,0.004336402,0.000905403,0.009029961,0.00111984,0.004988292,0.005146499,0.002298531,0.002603509,0.001968059,0.002153429,0.00104431,0.000591133,0.000933518,0.001238257,0.003343318,0.001135327,0.001796748,0.01471303,0.007124089,0.009723071,0.002620902,0.002119119,0.024966,0.001143666,0.00090302,0.003539171,0.000501545,0.002117927,0.00250177,0.003021424,0.002053358,0.001906111,0.001362393,0.004597062,0.003274222,0.002617328,0.010835286,0.197388009,0.001002376,0.015569351,0.002418378,0.000793895,0.003328546,0.003224901,0.001834632,0.003675696,0.002830813,0.002077184,0.000643312,0.000617103,0.000142958,0.000243029,4.77E-05,6.19E-05,0.000723369,0.001785073,0.001514881,0.004884409,0.003030239,0.000928991,0.001410045,0.001942565,0.001702157,0.001689529,0.00216701,0.004874878,0.004617315,0.000818436,0.000991416,0.000776264,0.014184085,0.014557921,0.016340134,0.015750669,0.002306394,0.00124064,0.001310451,0.002025243,0.004882503,0.001099826,0.000810097,0.001024535,0.005279927,0.002954472,0.002448876,0.000452701,0.007190326,0.004484125,0.001405757,0.001196084,0.002006182,0.002301152,0.001358104,0.001481763,0.001391461,0.001601133,0.001416479,0.004079792,0.000867757,0.007195091,0.006773603,0.010837669,0.006265148,0.00042816,0.001390031,0.001603754,0.002499149,0.042302791,0.012387337,0.0138498,0.001105544,0.000600425,0.000481293,0.000409814,0.000509885,0.001820336,0.00192684,0.02002679,0.001396703,0.001464846,0.002552997,0.001020961,0.00088515,0.005516284,0.008831249,0.007428352,0.005179141,0.016451165,0.005158174,0.001008094,0.000477004,0.00059971,0.008121461,0.001971872,0.000417915,0.000648792,0.002534174,0.030158007,0.005629698,0.002304011,0.000344291,0.001704778,0.000395518,0.000366926,0.000333569,0.000457467,0.000309743,0.000452701,0.00052418,0.003047394,0.00059566,0.000366926,0.000342623,0.004684982,0.006278967,0.001297585,0.008105021,0.146117205,0.001912067,0.002632815,0.002443872,0.000649269,0.000381222,0.000361685,0.000344768,0.000441979,0.000371692,0.000483676,0.000333569,0.000428875,0.000576598,0.000405049,0.000176315,0.000119132,0.00052418,0.000362161,0.000452701,0.000294971,0.000362161,0.00043364,0.000363829,0.000340002,0.000226827,0.000509885,0.000456752,0.000576598,0.001624959,0.000190611,0.000357396,0.000285917,0.000452701,0.001000708,0.000173218,0.000704784,0.000166785,0.000385987,0.023601701
20,0.030526931,0.004022239,0.001194598,0.008716116,0.005135426,0.140889439,0.006497675,0.002239828,0.002451634,0.00183174,0.001986972,0.001010389,0.00056401,0.000837219,0.000492259,0.002344351,0.001192183,0.001972484,0.013816356,0.006639799,0.047462074,0.012340615,0.004583145,0.011760737,0.001034881,0.000793409,0.000668188,0.002369188,0.002127026,0.002311235,0.003419938,0.009878288,0.008978286,0.006625311,0.022958498,0.003468577,0.002649986,0.034047597,0.004280959,0.001541973,0.015012679,0.009832408,0.0005202,0.00156612,0.003585519,0.008693003,0.017542274,0.003265396,0.00196248,0.003062214,0.000517441,0.000137984,0.000241472,3.45E-05,0,0.000655425,0.000793409,0.001522655,0.004484486,0.00287628,0.004464133,0.001397435,0.012816316,0.009562994,0.003416833,0.001490229,0.001254966,0.001062823,0.00056608,0.000769262,0.000943122,0.002713459,0.003198128,0.002412308,0.002216371,0.009805156,0.003625534,0.001179765,0.001981798,0.005523852,0.000247682,0.000724417,0.004380998,0.003794565,0.002725188,0.000763397,0.000463627,0.006660152,0.004294068,0.001341551,0.001292222,0.001885554,0.007863029,0.001276699,0.004155739,0.002183255,0.001506097,0.006052676,0.003038067,0.002130476,0.003304376,0.003259186,0.004851524,0.008143826,0.001461942,0.001332927,0.0013074,0.0022281,0.060724769,0.012021872,0.013071931,0.001153548,0.000645421,0.000465007,0.001858647,0.000551937,0.001797244,0.002676203,0.028006649,0.014467642,0.002201193,0.00274692,0.002862137,0.003041516,0.001546458,0.001696516,0.008799251,0.002160487,0.009678211,0.011883543,0.003252287,0.001754814,0.002079767,0.001984213,0.001517826,0.001571295,0.006768814,0.054302295,0.029081201,0.005774638,0.004992613,0.000459832,0.001853473,0.000545038,0.001648911,0.000362208,0.000444999,0.000313224,0.000413953,0.000504677,0.002956656,0.000555386,0.000458797,0.000713033,0.00388184,0.002985633,0.002068038,0.002423002,0.000813762,0.00178793,0.002099429,0.001969034,0.004110894,0.000501917,0.000398429,0.000399464,0.000813417,0.000648526,0.000969339,0.000282868,0.000410503,0.000569185,0.000364968,0.000189728,0.000124186,0.000479495,0.000317364,0.000503642,0.000358069,0.000458797,0.000469146,0.000778576,0.000845153,0.000472251,0.000617479,0.000730626,0.000569185,0.001472981,0.000203527,0.00034841,0.000272519,0.000400154,0.000917595,0.000144193,0.000709929,0.000189038,0.000396705,0.005129217
